census_year,block_id,property_id,base_property_id,building_address,clue_small_area,trading_name,business_address,industry_anzsic4_code,industry_anzsic4_description,seating_type,number_of_seats,longitude,latitude,location
2012,85,105747,105747,272-282 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Charming Spice,"Level 1, 272-282 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,200,144.9639964,-37.81152917,"-37.81152916525, 144.963996396392"
2012,87,106057,106057,106 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Troika Bar,"Ground 0, 106-0 Little Lonsdale Street MELBOURNE 3000",4520,"Pubs, Taverns and Bars",Seats - Indoor,60,144.9685897,-37.80915144,"-37.80915143542581, 144.96858968265002"
2012,91,105322,105322,347-349 King Street WEST MELBOURNE 3003,West Melbourne (Residential),King's Cafe Phoenix,"Lot 1, Part Ground , 347 King Street WEST MELBOURNE 3003",4511,Cafes and Restaurants,Seats - Outdoor,8,144.9535142,-37.81214527,"-37.8121452676, 144.95351419390403"
2012,93,105473,105473,410-420 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Cafenatics,"Part Ground , 414-420 La Trobe Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,38,144.957113,-37.81123639,"-37.81123639335, 144.95711296050837"
2012,95,103304,103304,398-406 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Ume Hana,"Shop 2, 398 Elizabeth Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,14,144.9613344,-37.80933721,"-37.80933720735, 144.9613344073475"
2012,103,108084,108084,365-371 Queen Street MELBOURNE 3000,Melbourne (CBD),Lunchroom,"Shop 3, Ground , 365 Queen Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,6,144.9579931,-37.80987984,"-37.8098798374, 144.95799307005717"
2012,104,108087,108087,408-416 Queen Street MELBOURNE 3000,Melbourne (CBD),Chutney Bar,408 Queen Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,40,144.9584766,-37.80898117,"-37.80898117315, 144.9584765956928"
2012,105,103303,103303,410-420 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Hudson's Coffee,"Part Ground , 410 Elizabeth Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,57,144.9611569,-37.80894871,"-37.8089487079, 144.96115694606831"
2012,114,511516,511516,469 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Sando's Kebabs,"Ground , 469 Elizabeth Street MELBOURNE 3000",4512,Takeaway Food Services,Seats - Outdoor,6,144.9599696,-37.80798299,"-37.807982986, 144.95996956103716"
2012,115,104102,104102,42-56 Franklin Street MELBOURNE 3000,Melbourne (CBD),Melba Cafe,"Unit 1, Ground , 50-56 Franklin Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,16,144.9612245,-37.80752124,"-37.80752124264042, 144.9612244538"
2012,206,106117,106117,215-217 Lygon Street CARLTON 3053,Carlton,Westpac,215 Lygon Street CARLTON 3053,6221,Banking,Seats - Outdoor,48,144.9667008,-37.80028056,"-37.8002805607, 144.96670083839945"
2012,206,106124,106124,239 Lygon Street CARLTON 3053,Carlton,Original Lolly Store,239 Lygon Street CARLTON 3053,4129,Other Specialised Food Retailing,Seats - Outdoor,4,144.9667781,-37.79982828,"-37.7998282835, 144.9667781127635"
2012,207,106143,106143,303 Lygon Street CARLTON 3053,Carlton,Tiamo Coffee,303 Lygon Street CARLTON 3053,4511,Cafes and Restaurants,Seats - Indoor,50,144.96709,-37.79822119,"-37.798221186350005, 144.9670899579049"
2012,215,103141,103141,162 Elgin Street CARLTON 3053,Carlton,Esposito atToofey's,162 Elgin Street CARLTON 3053,4511,Cafes and Restaurants,Seats - Indoor,70,144.9692796,-37.79712601,"-37.79712601244168, 144.9692795625"
2012,223,103086,103086,109 Elgin Street CARLTON 3053,Carlton,Abla's Restaurant,109 Elgin Street CARLTON 3053,4511,Cafes and Restaurants,Seats - Indoor,75,144.9710337,-37.79781001,"-37.79781000893835, 144.97103374745"
2012,245,110987,110987,660-674 Swanston Street CARLTON 3053,Carlton,Subway Carlton,672-674 Swanston Street CARLTON 3053,4512,Takeaway Food Services,Seats - Outdoor,9,144.9641973,-37.80096179,"-37.8009617862, 144.9641972781669"
2012,247,106229,106229,246-252 Lygon Street CARLTON 3053,Carlton,Villa Romana,"Unit 5, 252 Lygon Street CARLTON 3053",4511,Cafes and Restaurants,Seats - Indoor,200,144.9673357,-37.8013745,"-37.8013744987, 144.9673356691468"
2012,247,106230,106230,242-244 Lygon Street CARLTON 3053,Carlton,Front Cooking School,242-244 Lygon Street CARLTON 3053,4511,Cafes and Restaurants,Seats - Indoor,40,144.9672588,-37.80151241,"-37.80151240675, 144.96725878428316"
2012,255,109366,109366,127-135 Pelham Street CARLTON 3053,Carlton,Chai,127 Pelham Street CARLTON 3053,4511,Cafes and Restaurants,Seats - Indoor,30,144.9639452,-37.80276993,"-37.80276992965, 144.96394524396976"
2012,259,101059,101059,122-128 Berkeley Street CARLTON 3053,Carlton,Middle Fish,122-128 Berkeley Street CARLTON 3053,4511,Cafes and Restaurants,Seats - Indoor,60,144.9590001,-37.80257633,"-37.80257633265, 144.95900008487786"
2012,265,101581,101581,55 Cardigan Street CARLTON 3053,Carlton,Soul Soup Cafe,"Ground , 55 Cardigan Street CARLTON 3053",4512,Takeaway Food Services,Seats - Outdoor,26,144.9642777,-37.80543838,"-37.8054383827, 144.96427769711954"
2012,265,109845,109845,110-120 Victoria Street CARLTON 3053,Carlton,Coffee On Cardigan,"Part Level 3, 23-27 Victoria Street CARLTON 3053",4511,Cafes and Restaurants,Seats - Indoor,12,144.9639338,-37.80606162,"-37.806061621400005, 144.9639338447427"
2012,265,559514,559514,470-496 Swanston Street CARLTON 3053,Carlton,Cafe Crema On Swanston,"Unit 4, Ground , 488 Swanston Street CARLTON 3053",4511,Cafes and Restaurants,Seats - Indoor,30,144.9635433,-37.80558463,"-37.80558463405, 144.96354325629505"
2012,319,106336,106336,98-166 Macaulay Road NORTH MELBOURNE 3051,North Melbourne,Cafe 99,"Part Level 2, 99 Macaulay Road NORTH MELBOURNE 3051",4512,Takeaway Food Services,Seats - Outdoor,13,144.9420336,-37.79716006,"-37.7971600632, 144.94203357145912"
2012,345,103399,103399,27 Errol Street NORTH MELBOURNE 3051,North Melbourne,Ferguson Plarre Bakehouse,"Ground , 27 Errol Street NORTH MELBOURNE 3051",4512,Takeaway Food Services,Seats - Outdoor,9,144.9490714,-37.80434865,"-37.8043486515, 144.94907136785486"
2012,354,109789,109789,502-506 Victoria Street NORTH MELBOURNE 3051,North Melbourne,Faces & Places,6 Victoria Street NORTH MELBOURNE 3051,4511,Cafes and Restaurants,Seats - Indoor,14,144.9495508,-37.80497378,"-37.80497378065, 144.9495507796578"
2012,354,109794,109794,478-484 Victoria Street NORTH MELBOURNE 3051,North Melbourne,Scholars Wine Bar,"Ground , 478-482 Victoria Street NORTH MELBOURNE 3051",4511,Cafes and Restaurants,Seats - Indoor,40,144.9501455,-37.80496738,"-37.80496737948272, 144.9501454993"
2012,378,103824,103824,97-103 Flemington Road NORTH MELBOURNE 3051,North Melbourne,Avist Cafe,101 Flemington Road NORTH MELBOURNE 3051,4511,Cafes and Restaurants,Seats - Indoor,40,144.952707,-37.79844229,"-37.79844228715, 144.95270700687098"
2012,428,100200,100200,179-183 Adderley Street WEST MELBOURNE 3003,West Melbourne (Residential),Jimmy V's Gourmet Food & Coffee Bar,181 Adderley Street WEST MELBOURNE 3003,4511,Cafes and Restaurants,Seats - Outdoor,60,144.9460685,-37.80936172,"-37.8093617216, 144.9460685158"
2012,435,109682,109682,173-181 Victoria Street WEST MELBOURNE 3003,West Melbourne (Residential),Nando's,173-177 Victoria Street WEST MELBOURNE 3003,4511,Cafes and Restaurants,Seats - Outdoor,8,144.9556036,-37.80606673,"-37.8060667292, 144.95560361412873"
2012,513,103033,103033,457-469 Macaulay Road KENSINGTON 3031,Kensington,Taco Bill,"Ground , 465 Macaulay Road KENSINGTON 3031",4511,Cafes and Restaurants,Seats - Indoor,48,144.9315307,-37.79484964,"-37.79484964285, 144.93153066052486"
2012,606,110012,110012,56-70 Wellington Parade EAST MELBOURNE 3002,East Melbourne,Sambal Kampung,"Ground , 62 Wellington Parade EAST MELBOURNE 3002",4511,Cafes and Restaurants,Seats - Indoor,50,144.9882528,-37.81638611,"-37.816386114, 144.98825279771597"
2012,607,109997,109997,132-142 Wellington Parade EAST MELBOURNE 3002,East Melbourne,Il Duca Restaurant,"Part Ground , 132 Wellington Parade EAST MELBOURNE 3002",4511,Cafes and Restaurants,Seats - Outdoor,6,144.9855915,-37.81618526,"-37.8161852579, 144.98559154155572"
2012,607,110010,110010,76 Wellington Parade EAST MELBOURNE 3002,East Melbourne,Eastbourne Deli,76 Wellington Parade EAST MELBOURNE 3002,4512,Takeaway Food Services,Seats - Outdoor,6,144.9875548,-37.81637728,"-37.816377283558296, 144.98755482579998"
2012,607,110011,110011,74 Wellington Parade EAST MELBOURNE 3002,East Melbourne,Romanos Coffee,74 Wellington Parade EAST MELBOURNE 3002,4511,Cafes and Restaurants,Seats - Outdoor,10,144.9876295,-37.81638568,"-37.81638567994415, 144.98762949305"
2012,615,611569,102007,137-161 Grey Street EAST MELBOURNE 3002,East Melbourne,Zouki Cafe,"Ground , 159 Grey Street EAST MELBOURNE 3002",4511,Cafes and Restaurants,Seats - Indoor,64,144.984102,-37.81228396,"-37.8122839621, 144.98410201504794"
2012,621,109655,109655,240-254 Victoria Parade EAST MELBOURNE 3002,East Melbourne,Solah,"Part Ground , 250 Victoria Parade EAST MELBOURNE 3002",4511,Cafes and Restaurants,Seats - Outdoor,12,144.9799794,-37.80919444,"-37.80919443715, 144.97997944385668"
2012,645,109667,109667,126-142 Victoria Parade EAST MELBOURNE 3002,East Melbourne,Zouki Cafe Eye & Ear Hospital,"Part Ground , 32 Victoria Parade EAST MELBOURNE 3002",4511,Cafes and Restaurants,Seats - Indoor,52,144.9762591,-37.80887045,"-37.808870447314064, 144.97625907645"
2012,646,105432,105432,23 Lansdowne Street EAST MELBOURNE 3002,East Melbourne,Cafe Lansdowne,"Ground , 23 Lansdowne Street EAST MELBOURNE 3002",4511,Cafes and Restaurants,Seats - Indoor,30,144.9781208,-37.8090445,"-37.809044500599995, 144.97812077616447"
2012,651,565541,101779,2 St Andrews Place EAST MELBOURNE 3002,East Melbourne,Macchiato,"Part Ground 0, 2-0 St Andrews Place EAST MELBOURNE 3002",4511,Cafes and Restaurants,Seats - Outdoor,20,144.9774,-37.81151967,"-37.8115196689, 144.97739999180493"
2012,658,110266,110266,120 Brunton Avenue JOLIMONT 3002,East Melbourne,Spotless Services,Part 120 Brunton Avenue JOLIMONT 3002,4511,Cafes and Restaurants,Seats - Indoor,3240,144.983188,-37.82000693,"-37.8200069315, 144.98318800109516"
2012,710,108620,108620,391 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),@Rice Cafe & Bar,"Shop 2, 391 St Kilda Road MELBOURNE 3004",4511,Cafes and Restaurants,Seats - Outdoor,15,144.9757171,-37.83548527,"-37.8354852692, 144.97571710714857"
2012,724,106798,106798,557 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Bluestone Belgian Beer Cafe,Part 557 St Kilda Road MELBOURNE 3004,4511,Cafes and Restaurants,Seats - Outdoor,600,144.9809304,-37.84736881,"-37.8473688142, 144.98093038376527"
2012,739,620272,606476,140 Southbank Boulevard SOUTHBANK 3006,Southbank,Script Bar & Bistro,Part 140 Southbank Boulevard SOUTHBANK 3006,4511,Cafes and Restaurants,Seats - Outdoor,50,144.9678208,-37.82425666,"-37.8242566625, 144.96782080791945"
2012,753,598987,598987,Evan Walker Bridge SOUTHBANK 3006,Southbank,Ponfish Island,"Kiosk ,  Evan Walker Bridge SOUTHBANK 3006",4520,"Pubs, Taverns and Bars",Seats - Outdoor,120,144.9650647,-37.8198319,"-37.819831896339885, 144.96506470675"
2012,760,108644,108644,509-515 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Bite Cafe,"Part Ground , 509 St Kilda Road MELBOURNE 3004",4511,Cafes and Restaurants,Seats - Indoor,58,144.979364,-37.84410442,"-37.84410442075, 144.97936396333418"
2012,773,560266,560266,58-70 Lorimer Street DOCKLANDS 3008,Docklands,Loading Dock,66A Lorimer Street DOCKLANDS 3008,4511,Cafes and Restaurants,Seats - Indoor,65,144.9462876,-37.82485404,"-37.8248540439, 144.94628757320436"
2012,773,579362,579362,84-90 Lorimer Street DOCKLANDS 3008,Docklands,Mad Duck Cafe,92 Lorimer Street DOCKLANDS 3008,4511,Cafes and Restaurants,Seats - Outdoor,27,144.9438886,-37.82459631,"-37.82459631055, 144.94388864396086"
2012,801,610046,110333,12 Riverside Quay SOUTHBANK 3006,Southbank,Exxonmobil Australia Pty Ltd,"Part Ground , 12 Riverside Quay SOUTHBANK 3006",700,Oil and Gas Extraction,Seats - Indoor,60,144.964746,-37.82070322,"-37.82070322195, 144.9647460473376"
2017,46,105962,105962,218-242 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Little Sista,236 Little Collins Street MELBOURNE 3000,4520,"Pubs, Taverns and Bars",Seats - Indoor,80,144.9668004,-37.81413147,"-37.8141314686, 144.96680036332666"
2017,46,109412,109412,148 Swanston Street MELBOURNE 3000,Melbourne (CBD),Sushi Sushi,148 Swanston Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Outdoor,10,144.9662198,-37.81412791,"-37.814127913099995, 144.9662197875442"
2017,47,101121,101121,147-149 Bourke Street MELBOURNE 3000,Melbourne (CBD),Gyoza Douraku,147-149 Bourke Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,80,144.9689723,-37.81280688,"-37.81280687512181, 144.96897233775"
2017,66,108552,108552,221-223 Russell Street MELBOURNE 3000,Melbourne (CBD),Nam Loong Restaurant,223 Russell Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,50,144.9671662,-37.81140837,"-37.81140837375, 144.96716624913049"
2018,33,100730,100730,12-16 Bank Place MELBOURNE 3000,Melbourne (CBD),Melbourne Savage Club,12-16 Bank Place MELBOURNE 3000,4530,Clubs (Hospitality),Seats - Indoor,95,144.9605773,-37.81654513,"-37.81654512525, 144.9605773490057"
2018,85,102596,102596,22 Drewery Place MELBOURNE 3000,Melbourne (CBD),Sister Bella,9 Drewery Place MELBOURNE 3000,4520,"Pubs, Taverns and Bars",Seats - Indoor,40,144.9638167,-37.81135527,"-37.81135526921891, 144.96381670235"
2018,354,105606,105606,19-21 Leveson Street NORTH MELBOURNE 3051,North Melbourne,Roasting Warehouse,19-21 Leveson Street NORTH MELBOURNE 3051,4511,Cafes and Restaurants,Seats - Outdoor,16,144.9505945,-37.80447364,"-37.804473644050006, 144.9505944636714"
2018,356,107902,107902,445-447 Queensberry Street NORTH MELBOURNE 3051,North Melbourne,Grigons & Orr Corner Store,"Ground , 445-447 Queensberry Street NORTH MELBOURNE 3051",4511,Cafes and Restaurants,Seats - Outdoor,20,144.9527857,-37.80358777,"-37.80358777145, 144.95278574762438"
2018,359,107528,107528,140-164 Peel Street NORTH MELBOURNE 3051,North Melbourne,Sojung Korean BBQ,156 Peel Street NORTH MELBOURNE 3051,4511,Cafes and Restaurants,Seats - Indoor,40,144.9566606,-37.80444381,"-37.804443806204176, 144.95666056020002"
2018,424,109709,109709,313 Victoria Street WEST MELBOURNE 3003,West Melbourne (Residential),Westwood Coffee & Wine,313 Victoria Street WEST MELBOURNE 3003,4520,"Pubs, Taverns and Bars",Seats - Outdoor,12,144.9510926,-37.80556536,"-37.80556536116882, 144.95109256005"
2018,441,108856,108856,475-477 Spencer Street WEST MELBOURNE 3003,West Melbourne (Residential),Hotel Spencer Bar & Grill,"Ground , 475 Spencer Street WEST MELBOURNE 3003",4520,"Pubs, Taverns and Bars",Seats - Outdoor,12,144.949251,-37.80956896,"-37.809568960700005, 144.94925103011025"
2018,733,110397,110397,296-306 City Road SOUTHBANK 3006,Southbank,Ultimate You Fitness,"Gnd & Flr1 , 300 City Road SOUTHBANK 3006",9111,Health and Fitness Centres and Gymnasia Operation,Seats - Indoor,30,144.9584594,-37.82689102,"-37.82689102385, 144.95845940402495"
2018,815,110393,110393,274 City Road SOUTHBANK 3006,Southbank,Blue Planet,274 City Road SOUTHBANK 3006,9412,"Automotive Body, Paint and Interior Repair",Seats - Indoor,19,144.959209,-37.82620974,"-37.826209739099994, 144.95920898691162"
2018,866,110944,110944,65W Toorak Road SOUTH YARRA 3141,South Yarra,Fawkner Park Tennis Centre,65W Toorak Road SOUTH YARRA 3141,9113,"Sports and Physical Recreation Venues, Grounds and Facilities Operation",Seats - Indoor,12,144.9800382,-37.83805843,"-37.83805842972923, 144.9800381759"
2018,1108,604125,604125,143-175 Harbour Esplanade DOCKLANDS 3008,Docklands,Woolshed Pub,"Shed 9, Part  Harbour Esplanade DOCKLANDS 3008",4520,"Pubs, Taverns and Bars",Seats - Outdoor,300,144.9436688,-37.81648918,"-37.81648918185, 144.9436688253851"
2018,1108,623574,623574,2-14 Waterside Place DOCKLANDS 3008,Docklands,Hot Kebab,73 Waterside Place DOCKLANDS 3008,4512,Takeaway Food Services,Seats - Indoor,6,144.942181,-37.81981432,"-37.819814320962934, 144.9421810092"
2018,2524,616043,616043,176 Bellair Street KENSINGTON 3031,Kensington,White Rabbit Record Bar,176 Bellair Street KENSINGTON 3031,4511,Cafes and Restaurants,Seats - Outdoor,25,144.9299355,-37.79365783,"-37.7936578299, 144.92993546670164"
2019,32,102116,102116,516-520 Collins Street MELBOURNE 3000,Melbourne (CBD),Feast @ 520,"Shop 1, 520 Collins Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,42,144.9572631,-37.81781151,"-37.8178115102102, 144.95726308475002"
2019,72,110103,110103,247-257 William Street MELBOURNE 3000,Melbourne (CBD),William St Deli,"Part Ground , 255 William Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,12,144.9566983,-37.81317902,"-37.81317901995, 144.95669828260998"
2019,114,103231,103231,473-481 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Sushi Hub Elizabeth 2,"Shop 2, 475 Elizabeth Street MELBOURNE 3000",4512,Takeaway Food Services,Seats - Indoor,28,144.9597803,-37.80782175,"-37.807821745850006, 144.95978028559242"
2019,206,106124,106124,239 Lygon Street CARLTON 3053,Carlton,Original Lolly Store,239 Lygon Street CARLTON 3053,4129,Other Specialised Food Retailing,Seats - Outdoor,4,144.9667781,-37.79982828,"-37.799828283850005, 144.96677811283342"
2019,206,106129,106129,253 Lygon Street CARLTON 3053,Carlton,La Parisienne Pates,"Ground , 253 Lygon Street CARLTON 3053",4511,Cafes and Restaurants,Seats - Outdoor,12,144.9668269,-37.79954246,"-37.799542459449995, 144.96682694725956"
2019,254,106096,106096,151 Lygon Street CARLTON 3053,Carlton,Tank Fish And Chippery,"Ground , 151 Lygon Street CARLTON 3053",4511,Cafes and Restaurants,Seats - Indoor,20,144.9661185,-37.80366227,"-37.803662269750006, 144.96611854752774"
2019,260,103272,103272,642-644 Elizabeth Street MELBOURNE 3000,Carlton,Arabesque,642-644 Elizabeth Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,80,144.9586144,-37.80328698,"-37.8032869827, 144.95861439914054"
2021,46,101131,101131,201-203 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),KFC,201-203 Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,50,144.9675263,-37.81323955,"-37.813239551684326, 144.9675263116"
2021,51,105306,105306,189-195 King Street MELBOURNE VIC 3000,Melbourne (CBD),SSAM Korean BBQ,189-191 King Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,110,144.9550814,-37.81569588,"-37.8156958826, 144.95508140553954"
2021,51,108963,108963,672-696 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Mail Exchange Hotel,Part Basement 688 Bourke Street MELBOURNE VIC 3000,4520,"Pubs, Taverns and Bars",Seats - Indoor,200,144.9535904,-37.81663059,"-37.8166305854, 144.95359044056096"
2021,57,106431,106431,23-27 Market Lane MELBOURNE VIC 3000,Melbourne (CBD),Shoya Japanese Restaurant,23-27 Market Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,120,144.9691145,-37.81173922,"-37.81173922235, 144.96911450037936"
2021,62,105380,105380,232 King Street MELBOURNE VIC 3000,Melbourne (CBD),Thai Kitchen Beer,Gnd & Flr1 232 King Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,40,144.9552802,-37.81472954,"-37.8147295363, 144.95528022950657"
2021,74,103201,103201,291-293 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Oriental Spoon,291-293 Elizabeth Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,150,144.9617092,-37.81179178,"-37.8117917806, 144.96170921793797"
2021,77,105762,105762,92-106 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Country Bred On Lonsdale / The Essence / Melbourne Marriott Hotel,92-106 Lonsdale Street MELBOURNE VIC 3000,4400,Accommodation,Seats - Indoor,136,144.9691385,-37.80989143,"-37.80989143477856, 144.96913849075003"
2021,82,105459,105459,469-477 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),Frescatis Fine Foods,"Suite 2, Ground 469 La Trobe Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,90,144.9552954,-37.81252713,"-37.81252713089216, 144.9552954056"
2021,87,108567,108567,300 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Jankara Karaoke,Ground 300 Russell Street MELBOURNE VIC 3000,4520,"Pubs, Taverns and Bars",Seats - Indoor,40,144.966905,-37.80951656,"-37.80951656, 144.96690504910487"
2021,103,108086,108086,375 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),APC Lounge,375 Queen Street MELBOURNE VIC 3000,4530,Clubs (Hospitality),Seats - Indoor,30,144.9579795,-37.80969481,"-37.80969481045, 144.95797949022707"
2021,115,104101,104101,58-64 Franklin Street MELBOURNE VIC 3000,Melbourne (CBD),Mercure Melbourne Therry Street,43 Therry Street MELBOURNE VIC 3000,4400,Accommodation,Seats - Indoor,80,144.9608155,-37.80741705,"-37.80741705045211, 144.96081552815"
2021,215,103142,103142,156-160 Elgin Street CARLTON VIC 3053,Carlton,Bossa Nova Coffee And Friends,156 Elgin Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,18,144.9693918,-37.79713762,"-37.7971376205648, 144.9693917978"
2021,226,108235,108235,164 Rathdowne Street CARLTON VIC 3053,Carlton,Casa Tajine,164 Rathdowne Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,35,144.9711327,-37.79547664,"-37.79547664315, 144.97113273855985"
2021,247,107558,107558,60 Pelham Street CARLTON VIC 3053,Carlton,Assembly Store,60 Pelham Street CARLTON VIC 3053,4512,Takeaway Food Services,Seats - Outdoor,6,144.9673357,-37.80262083,"-37.8026208315209, 144.96733572915"
2021,254,106094,106094,147 Lygon Street CARLTON VIC 3053,Carlton,Mad Hare,Shop 147 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Outdoor,18,144.9661064,-37.80373285,"-37.80373285335, 144.9661064263893"
2021,257,525989,525989,163 Pelham Street CARLTON VIC 3053,Carlton,Momo Sushi Melbourne,163 Pelham Street CARLTON VIC 3053,4512,Takeaway Food Services,Seats - Indoor,10,144.961131,-37.80239893,"-37.8023989335333, 144.96113101375"
2021,377,109865,109865,36-38 Villiers Street NORTH MELBOURNE VIC 3051,North Melbourne,The Smith Cafe,Part 38 Villiers Street NORTH MELBOURNE VIC 3051,4512,Takeaway Food Services,Seats - Indoor,6,144.9531655,-37.79977979,"-37.79977978905, 144.95316550132588"
2021,614,102005,102005,Epworth Freemasons Hospital 99-129 Albert Street EAST MELBOURNE VIC 3002,East Melbourne,Freeo's,Ground 166 Clarendon Street EAST MELBOURNE VIC 3002,4511,Cafes and Restaurants,Seats - Indoor,58,144.9841902,-37.81106602,"-37.8110660162, 144.98419023900794"
2022,13,108057,108057,1-5 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),Vibe Hotel Melbourne,1-5 Queen Street MELBOURNE VIC 3000,4400,Accommodation,Seats - Indoor,60,144.9620227,-37.81878501,"-37.8187850105, 144.9620226529225"
2022,28,102059,102059,13-15 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Uncle Collins St,Level 1 15 Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,125,144.9733542,-37.81383603,"-37.81383602533761, 144.973354153"
2022,43,108069,108069,131-141 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),Red Spice Road,"Unit 2, UprGround 131 Queen Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,300,144.9605335,-37.81549537,"-37.8154953739, 144.96053353722417"
2022,95,500332,500332,55-59 A'Beckett Street MELBOURNE VIC 3000,Melbourne (CBD),Surasang,55-59 A'Beckett Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,80,144.961954,-37.80913321,"-37.80913320806732, 144.9619539897"
2022,254,106090,106090,135-137 Lygon Street CARLTON VIC 3053,Carlton,Universal Restaurant,135-137 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Outdoor,60,144.966076,-37.80391014,"-37.8039101353, 144.9660759838103"
2022,257,105523,105523,108-128 Leicester Street CARLTON VIC 3053,Carlton,Stovetop,Cafe 108-128 Leicester Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Outdoor,16,144.9610443,-37.80334586,"-37.8033458584, 144.96104429709467"
2022,354,103523,103523,20-26 Errol Street NORTH MELBOURNE VIC 3051,North Melbourne,The Comics Lounge,Part Level 1 26 Errol Street NORTH MELBOURNE VIC 3051,4530,Clubs (Hospitality),Seats - Indoor,350,144.9498921,-37.80457778,"-37.8045777813, 144.94989206564446"
2022,378,103822,103822,91-95 Flemington Road NORTH MELBOURNE VIC 3051,North Melbourne,Jaspresso,91 Flemington Road NORTH MELBOURNE VIC 3051,4511,Cafes and Restaurants,Seats - Indoor,30,144.9528579,-37.79856474,"-37.798564738, 144.95285794128387"
2020,17,104022,104022,Yarra View Apartments 138-140 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),Cento Mani,2 Oliver Lane MELBOURNE VIC 3000,4512,Takeaway Food Services,Seats - Indoor,17,144.9703373,-37.81637224,"-37.81637223527302, 144.970337255"
2020,28,102058,102058,11 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Mamasita,Level 1 11 Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,72,144.9734612,-37.81376862,"-37.813768622916825, 144.9734612415"
2020,42,105392,105392,120-138 King Street MELBOURNE VIC 3000,Melbourne (CBD),El Coco,Part Ground 120 King Street MELBOURNE VIC 3000,4520,"Pubs, Taverns and Bars",Seats - Indoor,60,144.9564073,-37.81703245,"-37.81703244725573, 144.95640730085"
2020,61,105717,105717,20-40 Rose Lane MELBOURNE VIC 3000,Melbourne (CBD),Common Place Coffee Brewers,28 Rose Lane MELBOURNE VIC 3000,4512,Takeaway Food Services,Seats - Indoor,8,144.9542481,-37.81498919,"-37.81498919255727, 144.95424813285"
2020,64,105700,105700,359-363 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Whitehart,Rear 359 Lonsdale Street MELBOURNE VIC 3000,4520,"Pubs, Taverns and Bars",Seats - Indoor,32,144.9618757,-37.8127516,"-37.81275160036885, 144.96187567925"
