census_year,block_id,property_id,base_property_id,building_address,clue_small_area,trading_name,business_address,industry_anzsic4_code,industry_anzsic4_description,seating_type,number_of_seats,longitude,latitude,location
2020,67,105683,105683,157-159 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Hawker Chan,157-159 Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,112,144.9678633,-37.8109389,"-37.81093889589575, 144.96786325585"
2020,74,108097,108097,254-258 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),Red Cliff Chinese Restaurant,"Unit 1, 256 Queen Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,78,144.9599467,-37.81247755,"-37.8124775549, 144.95994666281047"
2020,77,106006,106006,109-115 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Sally's  Kitchen and wine bar,Restaurant 109-115 Little Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,60,144.9685964,-37.80946416,"-37.809464158599994, 144.96859643520582"
2020,87,108569,108569,288-294 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Dolan Uyghur Food Heaven,166 Little Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,28,144.9669705,-37.80966211,"-37.80966211005, 144.9669704793016"
2020,246,106107,106107,189 Lygon Street CARLTON VIC 3053,Carlton,Tabouli,189 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Outdoor,20,144.9664881,-37.8011904,"-37.8011904006, 144.96648807752754"
2020,524,106322,106322,501-503 Macaulay Road KENSINGTON VIC 3031,Kensington,Clay Oven Pizza,501 MacAulay Road KENSINGTON VIC 3031,4512,Takeaway Food Services,Seats - Outdoor,12,144.9293512,-37.79452423,"-37.79452423140367, 144.9293511948"
2023,64,104377,104377,10-12 Goldie Place MELBOURNE VIC 3000,Melbourne (CBD),Rare Steakhouse Midtown,10-12 Goldie Place MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,105,144.9607766,-37.81338546,"-37.81338546475, 144.96077657825083"
2023,67,103602,103602,Her Majesty's Theatre 199-219 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),Her Majesty's Theatre,219 Exhibition Street MELBOURNE VIC 3000,9003,Performing Arts Venue Operation,Seats - Indoor,40,144.9695106,-37.8109312,"-37.8109311959, 144.96951063102622"
2023,68,105899,105899,50-52 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Shark Fin Inn City,50-52 Little Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,220,144.970975,-37.81068501,"-37.81068500732816, 144.9709749883"
2023,71,105316,105316,273 King Street MELBOURNE VIC 3000,Melbourne (CBD),Madame K's Vegetarian,273 King Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,24,144.9542816,-37.81384784,"-37.8138478428, 144.95428162538025"
2023,82,105370,105370,324-326 King Street MELBOURNE VIC 3000,Melbourne (CBD),LYNS KITCHEN,Ground 324-326 King Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,40,144.9542748,-37.81261526,"-37.8126152565, 144.95427479677858"
2023,95,105989,105989,22-32 Little La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),Little Charley,Part 22-32 Little La Trobe Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,40,144.9626725,-37.80917171,"-37.8091717107, 144.96267248849512"
2023,204,101613,101613,377-391 Cardigan Street CARLTON VIC 3053,Carlton,Clyde Hotel,377-391 Cardigan Street CARLTON VIC 3053,4520,"Pubs, Taverns and Bars",Seats - Indoor,70,144.9657543,-37.79725539,"-37.797255385880234, 144.9657543172"
2023,206,103693,103693,233 Faraday Street CARLTON VIC 3053,Carlton,Green Cup,233 Faraday Street CARLTON VIC 3053,4512,Takeaway Food Services,Seats - Indoor,14,144.9664024,-37.79882524,"-37.79882523563733, 144.9664024309"
2023,216,103101,103101,161-169 Elgin Street CARLTON VIC 3053,Carlton,Sunhands,Ground 169 Elgin Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,30,144.9692946,-37.79758049,"-37.79758048545, 144.96929458866998"
2023,218,106221,106221,280 Lygon Street CARLTON VIC 3053,Carlton,Zeus Street Greek,280 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,28,144.967318,-37.80036751,"-37.80036751155, 144.96731803955817"
2023,219,108188,108188,319-323 Rathdowne Street CARLTON VIC 3053,Carlton,East Imperial,323 Rathdowne Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,140,144.9698815,-37.79918348,"-37.79918348025, 144.9698815207991"
2023,224,103149,103149,100-116 Elgin Street CARLTON VIC 3053,Carlton,Rt11 Cake & Cafe,104 Elgin Street CARLTON VIC 3053,4512,Takeaway Food Services,Seats - Indoor,8,144.9711922,-37.79718511,"-37.7971851124, 144.97119218753863"
2023,226,108233,108233,168-170 Rathdowne Street CARLTON VIC 3053,Carlton,The Olive Jar,168-170 Rathdowne Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Outdoor,20,144.9711494,-37.79538115,"-37.795381146, 144.97114935949884"
2023,243,104455,104455,167 Grattan Street CARLTON VIC 3053,Carlton,Best tian shan,167 Grattan Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Outdoor,12,144.9632975,-37.80058351,"-37.80058351245253, 144.963297497"
2023,246,106104,106104,175 Lygon Street CARLTON VIC 3053,Carlton,San Churro Chocolateria,175 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,60,144.9664851,-37.80156226,"-37.8015622593, 144.96648508138685"
2023,246,106110,106110,201-203 Lygon Street CARLTON VIC 3053,Carlton,Tono On Borsari,201-203 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Outdoor,58,144.9666724,-37.80089716,"-37.80089716315, 144.9666724210116"
2023,251,102774,102774,18-40 Queensberry Street CARLTON VIC 3053,Carlton,Coffee On Drummond,Ground 80 Drummond Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Outdoor,6,144.968279,-37.80480731,"-37.80480731055, 144.96827899974306"
2023,254,106094,106094,147 Lygon Street CARLTON VIC 3053,Carlton,DRP Bar,Shop 147 Lygon Street CARLTON VIC 3053,4512,Takeaway Food Services,Seats - Indoor,7,144.9661064,-37.80373285,"-37.80373285205, 144.96610641336656"
2023,256,108026,108026,210 Queensberry Street CARLTON VIC 3053,Carlton,Dan's Deli,210 Queensberry Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,10,144.9620271,-37.80421339,"-37.80421338773765, 144.96202710865"
2023,257,525992,525992,157 Pelham Street CARLTON VIC 3053,Carlton,Briscola Cafe,Ground 157 Pelham Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,15,144.9613352,-37.80242141,"-37.80242141065, 144.96133521789102"
2023,262,107875,107875,261-263 Queensberry Street CARLTON VIC 3053,Carlton,Flovie Florist Cafe,Ground 261-263 Queensberry Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Outdoor,10,144.9599256,-37.80440558,"-37.80440557609661, 144.95992559594998"
2023,265,664021,664021,23-37 Cardigan Street CARLTON VIC 3053,Carlton,Coffee On Cardigan,Part Level 4 23-27 Cardigan Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,20,144.9639571,-37.80592639,"-37.805926389700005, 144.9639570721077"
2023,354,103525,103525,10-14 Errol Street NORTH MELBOURNE VIC 3051,North Melbourne,Sosta Cucina,12-14 Errol Street NORTH MELBOURNE VIC 3051,4511,Cafes and Restaurants,Seats - Outdoor,22,144.9495711,-37.80483102,"-37.8048310215, 144.94957111581073"
2023,362,103244,103244,587-589 Elizabeth Street MELBOURNE VIC 3000,North Melbourne,BBQ Brothers 10,"Shop 1-2, 589 Elizabeth Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,12,144.9581242,-37.80460723,"-37.80460722855, 144.95812418993222"
2023,365,102242,102242,4 Courtney Street NORTH MELBOURNE VIC 3051,North Melbourne,Little Ivy Tea And Coffee,4 Courtney Street NORTH MELBOURNE VIC 3051,4511,Cafes and Restaurants,Seats - Outdoor,6,144.9560145,-37.80337687,"-37.8033768714, 144.9560144728951"
2023,424,109710,109710,315 Victoria Street WEST MELBOURNE VIC 3003,West Melbourne (Residential),Willows & Wine,Ground 315 Victoria Street WEST MELBOURNE VIC 3003,4520,"Pubs, Taverns and Bars",Seats - Outdoor,8,144.9510471,-37.80556551,"-37.805565507666, 144.9510471469"
2023,430,108861,108861,495-497 Spencer Street WEST MELBOURNE VIC 3003,West Melbourne (Residential),The Secret Recipe,495-497 Spencer Street WEST MELBOURNE VIC 3003,4511,Cafes and Restaurants,Seats - Indoor,32,144.9487676,-37.80898138,"-37.80898137785, 144.9487675578721"
2023,430,108864,108864,505-507 Spencer Street WEST MELBOURNE VIC 3003,West Melbourne (Residential),B Cuz Coffee & Eatery,Ground 505-507 Spencer Street WEST MELBOURNE VIC 3003,4511,Cafes and Restaurants,Seats - Indoor,16,144.9486338,-37.80883478,"-37.808834784050006, 144.94863381046883"
2023,432,108443,108443,42-50 Rosslyn Street WEST MELBOURNE VIC 3003,West Melbourne (Residential),Myth Cafe,48 Rosslyn Street WEST MELBOURNE VIC 3003,4511,Cafes and Restaurants,Seats - Indoor,12,144.9525952,-37.8074114,"-37.8074114037, 144.95259521092785"
2023,435,109682,109682,173-181 Victoria Street WEST MELBOURNE VIC 3003,West Melbourne (Residential),Kare,173-177 Victoria Street WEST MELBOURNE VIC 3003,4511,Cafes and Restaurants,Seats - Indoor,25,144.9556036,-37.80606673,"-37.8060667262, 144.95560359197538"
2023,441,714410,102956,11-27 Wominjeka Walk WEST MELBOURNE VIC 3003,West Melbourne (Residential),The Studio Beans,197 Rosslyn Street WEST MELBOURNE VIC 3003,4511,Cafes and Restaurants,Seats - Outdoor,6,144.9485576,-37.81021823,"-37.81021823415, 144.94855761729963"
2023,502,105226,105226,207 Kensington Road WEST MELBOURNE VIC 3003,West Melbourne (Industrial),Willo & Co,207 Kensington Road WEST MELBOURNE VIC 3003,4512,Takeaway Food Services,Seats - Outdoor,16,144.9165074,-37.80087212,"-37.80087211556655, 144.91650740995"
2023,524,106322,106322,501-503 Macaulay Road KENSINGTON VIC 3031,Kensington,Clay Oven Pizza,501 MacAulay Road KENSINGTON VIC 3031,4512,Takeaway Food Services,Seats - Indoor,14,144.9293512,-37.79452423,"-37.79452422938624, 144.929351153"
2023,571,602256,602256,Showgrounds Village 320-386 Epsom Road FLEMINGTON VIC 3031,Kensington,Rye Cafe,"Shop 16, 320-380 Epsom Road FLEMINGTON VIC 3031",4511,Cafes and Restaurants,Seats - Outdoor,16,144.9151173,-37.78227131,"-37.78227130525, 144.91511732134808"
2023,606,104242,104242,63-65 George Street EAST MELBOURNE VIC 3002,East Melbourne,George Street Cafe,65 George Street EAST MELBOURNE VIC 3002,4511,Cafes and Restaurants,Seats - Indoor,30,144.988184,-37.81575759,"-37.81575759049165, 144.98818397135"
2023,613,593697,109643,The Victoria 162 Albert Street EAST MELBOURNE VIC 3002,East Melbourne,Alley Cat,"Shop 6-7, 166 Albert Street EAST MELBOURNE VIC 3002",4511,Cafes and Restaurants,Seats - Indoor,50,144.9856242,-37.81004733,"-37.81004732904999, 144.9856242014758"
2023,644,109669,109669,68-90 Victoria Parade EAST MELBOURNE VIC 3002,East Melbourne,Victoria's Secret Bar & Cafe,Part Ground 80 Victoria Parade EAST MELBOURNE VIC 3002,4511,Cafes and Restaurants,Seats - Outdoor,80,144.9742891,-37.80856172,"-37.80856172415, 144.97428913695165"
2023,646,109660,109660,180-184 Victoria Parade EAST MELBOURNE VIC 3002,East Melbourne,Basement Espresso,LwrGround 182-184 Victoria Parade EAST MELBOURNE VIC 3002,4511,Cafes and Restaurants,Seats - Indoor,94,144.9778943,-37.80895335,"-37.808953352944215, 144.97789431695"
2023,658,110266,110266,MCG 120 Brunton Avenue EAST MELBOURNE VIC 3002,East Melbourne,Delaware North,Part MCG 120 Brunton Avenue EAST MELBOURNE VIC 3002,4513,Catering Services,Seats - Outdoor,175,144.983188,-37.82000693,"-37.8200069278, 144.9831879869999"
2023,741,110612,110612,113-129 Sturt Street SOUTHBANK VIC 3006,Southbank,Malthouse Theatre Cafe,Restaurant 113 Sturt Street SOUTHBANK VIC 3006,4511,Cafes and Restaurants,Seats - Indoor,100,144.9669591,-37.8271278,"-37.82712779935, 144.96695908391848"
2023,747,627248,627248,63-75 Coventry Street SOUTHBANK VIC 3006,Southbank,Gordon Espresso,71 Coventry Street SOUTHBANK VIC 3006,4511,Cafes and Restaurants,Seats - Indoor,40,144.9679588,-37.82998242,"-37.82998242425, 144.96795877736847"
2023,748,110456,110456,The Guilfoyle 35-47 Coventry Street SOUTHBANK VIC 3006,Southbank,Queenie's Restaurant & Cafe,41 Coventry Street SOUTHBANK VIC 3006,4511,Cafes and Restaurants,Seats - Outdoor,30,144.9693922,-37.82956559,"-37.829565585, 144.96939222115327"
2018,87,103611,103611,303 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Decoy Art House Cafe,303 Exhibition Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,50,144.9687864,-37.80884799,"-37.8088479923, 144.96878642799675"
2018,226,108231,108231,174 Rathdowne Street CARLTON 3053,Carlton,Zikya Pizza Cottage,174 Rathdowne Street CARLTON 3053,4512,Takeaway Food Services,Seats - Indoor,15,144.9711673,-37.79527819,"-37.7952781935, 144.9711672990862"
2018,243,109329,109329,723-741 Swanston Street CARLTON 3053,Carlton,Cafe Fillings,723 Swanston Street CARLTON 3053,4511,Cafes and Restaurants,Seats - Outdoor,22,144.9633935,-37.80087544,"-37.8008754387, 144.9633934967016"
2019,11,108971,108971,561-585 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Holiday Inn On Flinders Melbourne,561-585 Flinders Lane MELBOURNE 3000,4400,Accommodation,Seats - Indoor,70,144.9551042,-37.82020005,"-37.820200051650005, 144.95510422847929"
2019,47,108588,108588,132-134 Russell Street MELBOURNE 3000,Melbourne (CBD),Ba'get,132 Russell Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Outdoor,12,144.9685955,-37.81316766,"-37.8131676586, 144.96859553688407"
2019,66,105878,105878,242-244 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),By Korea,"Unit 1, Ground , 15 Little Bourke Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,38,144.9655866,-37.81209406,"-37.81209405621503, 144.96558664045"
2019,67,105675,105675,113 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Seamstress,113 Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,20,144.9690111,-37.81056534,"-37.8105653381264, 144.9690110808"
2019,68,107766,107766,22 Punch Lane MELBOURNE 3000,Melbourne (CBD),Bar Saracen,"Ground , 22 Punch Lane MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,38,144.9710755,-37.81036246,"-37.810362459, 144.9710755004009"
2020,1109,678377,593733,421 Docklands Drive DOCKLANDS VIC 3008,Docklands,Cocobei at the Aqui,417 Docklands Drive DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Indoor,40,144.939715,-37.81472008,"-37.8147200808252, 144.93971500700002"
2021,215,108202,108202,415-421 Rathdowne Street CARLTON VIC 3053,Carlton,Capitano,415-421 Rathdowne Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,80,144.9704269,-37.79652043,"-37.796520432794665, 144.9704268719"
2021,217,106196,106196,362 Lygon Street CARLTON VIC 3053,Carlton,Sea salt kitchen,362 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,43,144.9676347,-37.79832946,"-37.79832946425, 144.96763471495427"
2021,267,106254,106254,Trades Hall 2-40 Lygon Street CARLTON VIC 3053,Carlton,Common Rooms At Trades Hall,Part Ground 54 Victoria Street CARLTON VIC 3053,9003,Performing Arts Venue Operation,Seats - Indoor,140,144.9664124,-37.80644011,"-37.80644010968685, 144.96641242315002"
2021,274,107697,107696,Ikon Park 400 Royal Parade CARLTON NORTH VIC 3054,Carlton,Carlton Cafe,Part Ground Ikon Park Princes Park 400 Royal Parade CARLTON NORTH VIC 3054,4511,Cafes and Restaurants,Seats - Indoor,70,144.9615287,-37.78498743,"-37.78498742900225, 144.9615286561"
2021,808,108050,108050,107-127 Queens Bridge Street SOUTHBANK VIC 3006,Southbank,Vegie Kitchen,"Unit 36, 113 Queens Bridge Street SOUTHBANK VIC 3006",4511,Cafes and Restaurants,Seats - Indoor,80,144.9607669,-37.82491321,"-37.8249132105, 144.96076689063568"
2021,928,653559,653559,11-49 Galada Avenue PARKVILLE VIC 3052,Parkville,Noughts and Crosses Cafe,Kiosk 11-49 Galada Avenue PARKVILLE VIC 3052,4511,Cafes and Restaurants,Seats - Outdoor,20,144.9399245,-37.78111579,"-37.78111579115, 144.93992450729155"
2021,2540,617955,617955,25-77 Stubbs Street KENSINGTON VIC 3031,Kensington,Cheeky Brothers,61 Stubbs Street KENSINGTON VIC 3031,4511,Cafes and Restaurants,Seats - Indoor,24,144.9359191,-37.79107093,"-37.79107092662218, 144.9359190859"
2022,14,103167,103167,11-15 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),McDonalds,11-15 Elizabeth Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,130,144.9644993,-37.81782906,"-37.81782906345, 144.96449933262986"
2022,22,102102,102102,471-485 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Sagas World,"Tenancy 7, Ground 477 Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,16,144.9585472,-37.81841626,"-37.818416261528895, 144.9585472435"
2022,56,109403,109403,210 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Instea,210 Swanston Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,20,144.9656312,-37.81282319,"-37.8128231912, 144.96563121535868"
2022,57,103600,103600,173-175 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),Happy Lamb Hot Pot,173-175 Exhibition Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,100,144.9700492,-37.81158763,"-37.8115876282, 144.97004915177655"
2022,64,103193,103193,255 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Xinjiang Lamian Restaurant,255 Elizabeth Street MELBOURNE VIC 3000,4129,Other Specialised Food Retailing,Seats - Indoor,20,144.9621657,-37.81274304,"-37.8127430369, 144.96216566199485"
2022,66,109389,109389,247-255 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Shan Cheng Wai Fish And Pickles,Shop Ground 268 Swanston Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,28,144.965094,-37.8116945,"-37.811694499850006, 144.96509402739338"
2022,67,105682,105682,149-155 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Dainty Sichuan Food,149-155 Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,280,144.9680168,-37.8109066,"-37.81090659756655, 144.96801680555"
2022,71,105317,105317,275 King Street MELBOURNE VIC 3000,Melbourne (CBD),Yabby House,275 King Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,15,144.9542613,-37.81381095,"-37.813810950450005, 144.9542613413308"
2017,12,103955,103955,475-485 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Masala Grill,"Ground , 485 Flinders Lane MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,120,144.9581001,-37.81936816,"-37.81936815835749, 144.95810006565"
2017,17,103929,103929,137-139 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Oter,"Basement , 137-139 Flinders Lane MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,60,144.9700414,-37.81573244,"-37.81573243554802, 144.97004136319998"
2017,23,108062,108062,43-51 Queen Street MELBOURNE 3000,Melbourne (CBD),Queen St Espresso,"Part Ground , 43-51 Queen Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,25,144.9616143,-37.81773827,"-37.8177382696, 144.96161430864498"
2017,24,103174,103174,55-57 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Breadtop,"Ground , 55 Elizabeth Street MELBOURNE 3000",1174,Bakery Product Manufacturing (Non-factory based),Seats - Indoor,14,144.96413,-37.81697239,"-37.8169723947, 144.96412997115252"
2017,31,102113,102113,546-566 Collins Street MELBOURNE 3000,Melbourne (CBD),Don Don Japanese Restaurant,"Lot 102, Level 1, 564 Collins Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,30,144.9558442,-37.8182445,"-37.81824450365, 144.95584419736474"
2017,34,103177,103177,105 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Kenny's Bakery Cafe,18 Elizabeth Street MELBOURNE 3000,4512,Takeaway Food Services,Seats - Indoor,6,144.9634508,-37.81582214,"-37.81582214165, 144.9634508336467"
2023,1109,560004,560004,24-42 Newquay Promenade DOCKLANDS VIC 3008,Docklands,Karizma,28 Newquay Promenade DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Outdoor,60,144.9421704,-37.8143613,"-37.81436129585, 144.94217044997197"
2023,1110,620314,593737,CC Building 3-5 Star Circus DOCKLANDS VIC 3008,Docklands,Old Man Pho,Shop G02 4 Star Circus DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Indoor,10,144.9379983,-37.81328751,"-37.8132875139, 144.93799833512347"
